5,2.5004301521665654E-5,2.709698985946487E-6
5,2.290539368345482E-5,2.384125560430192E-5
23,3.5628824665842624E-5,3.1323143243897224E-5
2,1.7995102725353055E-5,1.9005008350511771E-6
93,1.902861085249701E-4,1.4800415158609088E-4
3,1.862682642352744E-5,4.173704614474777E-9
272,2.828851698215449E-4,0.00821168015029956
166,1.867636278693526E-4,7.234299860993016E-4
11,4.9025289198725066E-5,2.518297571228517E-5
1,1.8462589378219494E-5,9.301414169212028E-7
5,2.5197855462990582E-5,8.747081582924657E-6
1,1.717267606835568E-5,8.207418550527333E-7
104,9.104861263592108E-5,1.7813036083231743E-4
8,2.5721125347101046E-5,6.212811781458983E-5
61,9.345600972225248E-5,2.6098855026100936E-5
18,4.264119113748831E-5,1.544520809073897E-5
104,1.1406288979561134E-4,4.926114170096457E-4
42,9.324175052371896E-5,1.314753369223303E-4
362,3.7820505181704713E-4,0.0012824270289995374
36,4.919894183433311E-5,4.2656811110061386E-5
41,5.6281283432301106E-5,2.378507574376321E-5
6,2.7573718871700443E-5,2.7689681817226137E-6
21,3.3389384601256036E-5,2.0712539232379635E-6
148,1.0547698688132287E-4,0.0010922564602829832
47,1.7865456715652431E-4,1.5117968142226704E-5
27,3.821545326982721E-5,1.4417960158217483E-5
50,6.0839528409037634E-5,8.793385312515227E-6
2,1.819990992510358E-5,6.587048192917583E-7
27,1.9040530646835237E-4,3.056759379270571E-5
22,3.331349698529127E-5,1.647429893411893E-4
19,6.199036802106143E-5,0.0
17,6.668430796344053E-5,1.9238617776727225E-6
49,5.51860071686803E-5,7.849787442783399E-5
3,1.893126956469958E-5,7.695539881139514E-6
19,4.951041164437216E-5,2.694260720214111E-6
9,3.3604705823229804E-5,1.3703649662329693E-5
1,1.7385541320697062E-5,9.330279323940883E-6
40,6.183202970303433E-5,1.909321482712544E-4
13,2.8147221743350613E-5,1.3891204356990237E-4
25,4.27851491445345E-5,2.525921574196173E-4
3,1.8142169565328196E-5,3.010068491012336E-6
50,5.0666899375533234E-5,3.2019796128458717E-5
1,1.717267606835568E-5,3.301320353212503E-5
137,7.744511058465671E-4,1.0387536195929354E-4
7,2.1366524455749284E-5,1.4153727077934045E-5
12,2.3088356245273427E-5,1.40664681199125E-4
1,1.739641680263076E-5,1.6838122130098732E-6
4,2.4739026166742812E-5,3.144126238958913E-5
26,4.9488228329765256E-5,7.551194154409603E-4
61,2.78639830766489E-4,1.128858997685725E-4
2,1.8417833879943696E-5,6.38889093095271E-7
102,1.4835071397522405E-4,3.619745618619341E-4
59,1.2110192617926505E-4,3.839738854555541E-4
1,1.7487634867888797E-5,1.4993839555944517E-6
34,5.1510992920194944E-5,2.658636937733784E-6
5,1.8993429777843782E-5,7.128889396739702E-7
2,1.820119108542677E-5,2.359686744441193E-6
19,3.513609970629088E-5,9.428139394619159E-5
129,1.5701450450976163E-4,1.7479657723562013E-4
142,1.6016337451057653E-4,5.40439447547494E-4
81,8.620675604596635E-5,7.790363172470109E-6
39,1.4081093653430914E-4,1.3806419595197684E-4
27,7.031567803645259E-5,3.224504662795331E-5
10,2.5567953949879235E-5,1.5192758012008323E-4
1,1.818411945383079E-5,1.9605559304778902E-5
1043,9.513336806167344E-4,0.0021408152270535052
140,4.279314082430031E-4,7.398307757344792E-4
23,3.3032290659316384E-5,7.146653626199145E-5
1,1.7410247733565982E-5,4.215524978029748E-7
119,1.4150356466299997E-4,5.042047825552853E-4
36,4.123934448164306E-5,1.2230395511431242E-5
168,2.6441344156307876E-4,3.832135866013733E-5
69,1.894645040848713E-4,1.1134625813160665E-4
168,3.983516136118141E-4,0.001105948781444047
129,6.479064166372883E-4,1.7540361634767032E-6
298,4.826873031997953E-4,7.925572066799191E-4
23,3.109539337258594E-5,3.5554122221405846E-6
55,5.257708132841074E-5,3.062117118400311E-4
1,1.818411945383079E-5,9.369828634660491E-9
83,9.025422195363662E-5,1.5917069120848374E-4
38,7.50027400076327E-5,1.4912416207304982E-4
2,1.0061992395022299E-4,8.52492855078776E-7
27,6.213074977798921E-5,4.505945052476107E-6
2,1.73335124036788E-5,4.862546223450671E-6
58,4.6089798095054696E-5,6.39651842193998E-5
1,1.8401125113396394E-5,2.7191133475615945E-6
126,2.8937650752586345E-4,4.675692437595217E-4
5,1.882998547536206E-5,8.186505183426119E-6
5,2.0662938592806405E-5,6.895562334331316E-7
74,8.227274505147364E-5,6.20432709117869E-4
12,2.5850895887434786E-5,3.4239048421891144E-6
31,1.1196322148049346E-4,2.1845039873773803E-5
8,2.7081377853489864E-5,4.5482140851020455E-6
8,5.355633043103977E-5,3.0705945256015923E-6
8,2.1816832351132316E-5,1.1707711042994052E-5
11,2.8453408106709664E-5,4.843577795613118E-5
18,3.38095959648732E-5,3.726451338548316E-5
10,2.2575400048112577E-5,1.9868304670136316E-6
2,1.9157405110584797E-5,9.469973147464559E-7
12,2.4252713857392795E-5,4.9073711251996294E-5
58,7.129151380455636E-5,5.6279014313980315E-6
6,2.2514414961771065E-5,1.328742007248925E-6
11,4.0571894909803436E-5,6.275812498174419E-5
48,6.706566704982065E-5,9.39480450544754E-5
48,6.227605566786924E-5,1.1954176820482036E-5
3,1.8360594529893104E-5,0.0
83,8.083938366292721E-5,9.775237072657602E-4
13,3.2847390703131434E-5,2.0542615546486955E-5
159,1.3914680933889352E-4,1.3619431630649634E-4
18,3.358025705344411E-5,1.1299309585316684E-6
20,2.6561944991279857E-5,2.4372964412011653E-6
32,3.5759896206474776E-5,6.361616633222025E-5
50,1.9731877955958083E-4,3.023063020899066E-4
1,1.864657184843191E-5,7.677583408473246E-7
71,3.856649667192356E-4,4.897848846856716E-4
66,8.960691001151613E-5,2.4333211885243795E-4
91,1.3069802192677886E-4,1.562612803172994E-4
18,6.715486212470862E-5,1.6907539267311134E-5
1,1.818411945383079E-5,4.43762571301001E-6
1,1.717267606835568E-5,7.435330683303922E-7
121,2.283494012040874E-4,0.0022013017915634234
150,1.481181883852001E-4,0.0012423185350643455
7,2.4973387347013506E-5,3.0932926084034865E-5
26,8.033192327836488E-5,1.4831930748541148E-4
119,1.678552510437452E-4,6.329112850740052E-4
7,2.5893542304645666E-5,1.2262332361005418E-6
23,3.157496029361737E-5,3.9909096487862513E-5
295,2.839703670538479E-4,8.93527346232918E-4
3,2.173935412344158E-5,1.9652614685784122E-5
79,3.7648118292282626E-4,9.823881677076143E-5
5,2.949947385828243E-5,8.434439281533233E-6
82,8.855376416930739E-5,7.34075309868212E-5
25,4.489031900478758E-5,1.7611526460408446E-4
22,5.5221105644609826E-5,1.1147095134059473E-7
51,8.771950049242157E-5,9.402609816211936E-7
154,1.772971930995146E-4,1.506481798817E-5
7,2.7884366812286626E-5,2.7157263628795478E-5
9,2.299338908955252E-5,5.5396504842554796E-6
12,2.462604930140518E-5,1.0779693043586827E-4
28,3.8983366992329087E-5,1.9227833425911062E-4
29,8.443422114761728E-5,6.86683576290137E-4
24,3.6234327250723745E-5,5.540224735068458E-5
3,1.9157730711697923E-5,8.400047729751312E-7
2,1.8817355435944243E-5,1.833819489524549E-4
5,2.026123076784005E-5,4.577091880964984E-6
4,1.948261130376167E-5,2.1027924596148628E-6
32,3.494755707170289E-5,3.392413329382723E-5
4,2.0176409336538946E-5,3.878601379247746E-6
124,1.4747518369771415E-4,2.862636338240663E-4
18,3.4504635612067245E-5,4.157296660805848E-5
98,1.022237287191455E-4,2.3126189159781644E-5
29,3.780292336874837E-5,6.329121735210744E-5
1,1.7759367662248435E-5,3.9730494554417805E-7
58,1.0476502150991454E-4,1.076463361693503E-4
32,6.283328930103087E-5,8.445969716022352E-5
24,4.4024538180767974E-5,9.704664748434831E-6
1,1.726862537944217E-5,2.300361512403093E-6
8,1.957594726118581E-5,2.0705245153389004E-6
9,2.1728330268953278E-5,1.2716920832095378E-4
2,4.2998279671883455E-5,3.020854377852211E-5
5,2.4286984502198895E-5,3.3151735949494475E-7
33,7.834829722792482E-5,1.0133642903258818E-4
101,7.2297821201042E-5,5.99423377557973E-4
10,4.313541819387639E-5,2.9651107306334976E-4
32,6.339065016519012E-5,3.0508694820605457E-5
67,1.0130438795848485E-4,2.6679524381889615E-5
8,3.0250551752307546E-5,6.5462726460284785E-6
15,2.663778589648034E-5,3.452292255312922E-4
169,1.7709193863668643E-4,5.68437549581465E-4
31,4.328583526653213E-5,1.6014137745522927E-4
36,4.587781266703221E-5,1.1026806288893657E-4
12,2.603434553976532E-5,6.593825335807349E-7
8,2.360753407930874E-5,5.3982277007660366E-5
3,2.101031992681426E-5,4.112968672103936E-6
3,1.9333733278064048E-5,3.4087976847708027E-7
33,5.616897990153177E-5,4.981788694210952E-4
1,1.7331420141473587E-5,4.7411814219165925E-7
96,1.689542338919334E-4,2.370070502173804E-4
8,3.036840566366381E-5,3.2441490367685046E-5
4,2.0363341227721512E-5,1.9843771239511504E-5
15,4.1368022498022604E-5,1.2016233209284198E-5
7,3.1150882512303515E-5,4.0519861081976665E-6
3,2.2701323361749966E-5,3.6301445209868225E-6
7,2.071459776218007E-5,1.0238245836604748E-5
26,5.009298494148355E-5,2.1809218995773212E-6
280,3.004759830742672E-4,2.594601599627041E-4
2,2.1136549231980834E-5,1.346062760379192E-9
9,2.7451304791554224E-5,6.194069229350649E-5
15,3.607236683885663E-5,1.0900491568150478E-4
6,2.2431686087575877E-5,4.974925108705135E-6
20,2.6748814623957607E-5,4.700618745046937E-5
40,6.45891159810356E-5,9.700897802680844E-6
16,2.8876176367597182E-5,1.5292856159381887E-6
168,1.941492253261287E-4,7.771369272007632E-4
93,7.98214184270343E-5,2.612125822267845E-4
269,2.674413263386914E-4,0.001066856233672488
64,1.5611271514846223E-4,1.4316120543523904E-4
46,9.951216830328073E-5,6.141319893209156E-5
104,1.1406552501696413E-4,1.4829294297098047E-4
4,1.9893798596951467E-5,0.0
25,4.7711131374243154E-5,1.315782918029171E-5
14,4.532644975512351E-5,8.491582508082243E-6
30,4.09478529270553E-5,2.0285444586582382E-5
34,4.6334715798145956E-5,1.0574880609445439E-4
13,2.6309406822833544E-5,5.3969363591408335E-5
8,4.870406616201655E-5,1.2254254646076266E-4
222,2.1676688081217175E-4,1.9791299030152E-4
31,4.7852965788808514E-5,4.6158688553940927E-4
