barabasi	5	0.010220768471803785
barabasi	2	0.0063872738742215
barabasi	3	0.005621383227219509
barabasi	11	0.005223782045413063
barabasi	28	0.004767904678796683
barabasi	33	0.004620492749498983
barabasi	1	0.004581379426797966
barabasi	42	0.004230330433655925
barabasi	16	0.003912021832203098
barabasi	9	0.0037045783187331835

erdos	391	0.001147939127244068
erdos	27	0.0011430606412479046
erdos	226	0.0011378499467847969
erdos	497	0.0011371279596412833
erdos	821	0.001130674279682043
erdos	860	0.00112947016015878
erdos	224	0.0011293774824986166
erdos	535	0.0011284724673052712
erdos	967	0.0011280868027524885
erdos	741	0.0011252799729984625

facebook4k	483	0.0013595547762171862
facebook4k	3830	0.0013415398626699878
facebook4k	376	9.37837769640801E-4
facebook4k	2313	9.291972592948352E-4
facebook4k	2047	9.048968841764915E-4
facebook4k	25	8.309741536471209E-4
facebook4k	828	8.291791006689456E-4
facebook4k	428	8.203066806088358E-4
facebook4k	475	8.110588383957936E-4
facebook4k	56	8.058321460118947E-4

small1	6	0.10840208965882778
small1	4	0.0893192879524817
small1	8	0.08425255458918945
small1	5	0.08228266384286916
small1	10	0.07906456020304195
small1	11	0.07802237657375265
small1	13	0.07802237657375265
small1	12	0.07779228366225802
small1	1	0.07779228366225802
small1	3	0.06407929650705163

small2	3	0.23376623376623362
small2	9	0.09577922077922071
small2	8	0.09577922077922071
small2	7	0.09577922077922071
small2	5	0.09577922077922071
small2	4	0.09577922077922071
small2	6	0.09577922077922071
small2	2	0.09577922077922071
small2	1	0.09577922077922071

twitterDirected	StephenAtHome	0.011883813970530822
twitterDirected	billclinton	0.01148402088224791
twitterDirected	Pontifex	0.004529967314158372
twitterDirected	Pontifex_es	0.004373738174913462
twitterDirected	nytimes	0.0037040022463153176
twitterDirected	BBCBreaking	0.003424593282338947
twitterDirected	ConanOBrien	0.0032975348200435005
twitterDirected	twitter	0.003063247379956932
twitterDirected	BBCWorld	0.002942007182467973
twitterDirected	BBCNews	0.0027879967282720326

twitterUndirected	el_pais	0.001673504498540136
twitterUndirected	BillGates	0.0014321580469110616
twitterUndirected	Buenafuente	0.0013989387850895099
twitterUndirected	jordievole	0.0013843525208352041
twitterUndirected	_anapastor_	0.0013116305879614981
twitterUndirected	TechCrunch	0.001255183222682657
twitterUndirected	nytimes	0.0011919799981290227
twitterUndirected	elmundoes	0.0011172598882281208
twitterUndirected	perezreverte	0.0010911932532977275
twitterUndirected	instagram	0.0010454493878978707
